-183.809, 78.103, 1.533,  1.765
-183.809, 78.052, 1.540,  1.798
-183.809, 78.000, 1.548,  1.831
-183.810, 77.948, 1.556,  1.864
-183.810, 77.896, 1.565,  1.897
-183.810, 77.844, 1.572,  1.930
-183.810, 77.791, 1.580,  1.963
-183.810, 77.739, 1.587,  1.996
-183.810, 77.685, 1.593,  2.029
-183.810, 77.632, 1.598,  2.062
-183.811, 77.579, 1.603,  2.095
-183.811, 77.525, 1.607,  2.128
-183.811, 77.472, 1.611,  2.161
-183.811, 77.418, 1.615,  2.194
-183.811, 77.364, 1.619,  2.227
-183.811, 77.310, 1.622,  2.260
-183.812, 77.256, 1.626,  2.293
-183.812, 77.202, 1.631,  2.326
-183.812, 77.147, 1.635,  2.359
-183.812, 77.093, 1.640,  2.392
-183.812, 77.038, 1.646,  2.425
-183.812, 76.983, 1.651,  2.458
-183.813, 76.928, 1.657,  2.491
-183.813, 76.872, 1.662,  2.524
-183.813, 76.817, 1.668,  2.557
-183.813, 76.761, 1.674,  2.590
-183.813, 76.705, 1.680,  2.623
-183.813, 76.649, 1.685,  2.656
-183.813, 76.593, 1.691,  2.689
-183.814, 76.536, 1.696,  2.722
-183.814, 76.480, 1.702,  2.755
-183.814, 76.423, 1.707,  2.788
-183.814, 76.366, 1.713,  2.821
-183.814, 76.308, 1.718,  2.854
-183.814, 76.251, 1.723,  2.887
-183.815, 76.194, 1.728,  2.920
-183.815, 76.136, 1.733,  2.953
-183.815, 76.078, 1.739,  2.986
-183.815, 76.020, 1.744,  3.019
-183.815, 75.962, 1.749,  3.052
-183.815, 75.903, 1.755,  3.085
-183.815, 75.845, 1.760,  3.118
-183.816, 75.786, 1.766,  3.151
-183.816, 75.727, 1.772,  3.184
-183.816, 75.668, 1.777,  3.217
-183.816, 75.608, 1.783,  3.250
-183.816, 75.549, 1.789,  3.283
-183.816, 75.489, 1.794,  3.316
-183.817, 75.429, 1.800,  3.349
-183.817, 75.369, 1.806,  3.382
-183.817, 75.308, 1.811,  3.415
-183.817, 75.248, 1.817,  3.448
-183.817, 75.187, 1.823,  3.481
-183.817, 75.126, 1.829,  3.514
-183.817, 75.065, 1.835,  3.547
-183.818, 75.004, 1.840,  3.580
-183.818, 74.942, 1.846,  3.613
-183.818, 74.881, 1.852,  3.646
-183.818, 74.819, 1.858,  3.679
-183.818, 74.757, 1.864,  3.712
-183.818, 74.694, 1.869,  3.745
-183.819, 74.632, 1.875,  3.778
-183.819, 74.569, 1.881,  3.811
-183.819, 74.506, 1.887,  3.844
-183.819, 74.443, 1.893,  3.877
-183.819, 74.380, 1.899,  3.910
-183.819, 74.317, 1.905,  3.943
-183.820, 74.253, 1.911,  3.976
-183.820, 74.189, 1.917,  4.009
-183.820, 74.125, 1.923,  4.042
-183.820, 74.061, 1.929,  4.075
-183.820, 73.996, 1.935,  4.108
-183.820, 73.932, 1.941,  4.141
-183.820, 73.867, 1.947,  4.174
-183.821, 73.802, 1.954,  4.207
-183.821, 73.736, 1.960,  4.240
-183.821, 73.671, 1.966,  4.273
-183.821, 73.605, 1.972,  4.306
-183.821, 73.539, 1.978,  4.339
-183.821, 73.473, 1.985,  4.372
-183.822, 73.407, 1.991,  4.405
-183.822, 73.340, 1.997,  4.438
-183.822, 73.274, 2.003,  4.471
-183.822, 73.207, 2.010,  4.504
-183.822, 73.139, 2.016,  4.537
-183.822, 73.072, 2.022,  4.570
-183.822, 73.005, 2.029,  4.603
-183.823, 72.937, 2.035,  4.636
-183.823, 72.869, 2.042,  4.669
-183.823, 72.800, 2.048,  4.702
-183.823, 72.732, 2.054,  4.735
-183.823, 72.663, 2.061,  4.768
-183.823, 72.594, 2.068,  4.801
-183.824, 72.525, 2.074,  4.834
-183.824, 72.456, 2.081,  4.867
-183.824, 72.387, 2.087,  4.900
-183.824, 72.317, 2.094,  4.933
-183.824, 72.247, 2.100,  4.966
-183.824, 72.177, 2.107,  4.999
-183.824, 72.106, 2.114,  5.032
-183.825, 72.036, 2.120,  5.065
-183.825, 71.965, 2.127,  5.098
-183.825, 71.894, 2.134,  5.131
-183.825, 71.822, 2.140,  5.164
-183.825, 71.751, 2.147,  5.197
-183.825, 71.679, 2.154,  5.230
-183.826, 71.607, 2.161,  5.263
-183.826, 71.535, 2.167,  5.296
-183.826, 71.462, 2.174,  5.329
-183.826, 71.390, 2.181,  5.362
-183.826, 71.317, 2.188,  5.395
-183.826, 71.244, 2.195,  5.428
-183.826, 71.170, 2.202,  5.461
-183.827, 71.097, 2.209,  5.494
-183.827, 71.023, 2.216,  5.527
-183.827, 70.949, 2.223,  5.560
-183.827, 70.875, 2.230,  5.593
-183.827, 70.800, 2.237,  5.626
-183.827, 70.725, 2.244,  5.659
-183.828, 70.650, 2.251,  5.692
-183.828, 70.575, 2.258,  5.725
-183.828, 70.500, 2.265,  5.758
-183.828, 70.424, 2.272,  5.791
-183.828, 70.348, 2.279,  5.824
-183.828, 70.272, 2.286,  5.857
-183.829, 70.195, 2.294,  5.890
-183.829, 70.119, 2.301,  5.923
-183.829, 70.042, 2.308,  5.956
-183.829, 69.965, 2.315,  5.989
-183.829, 69.887, 2.322,  6.022
-183.829, 69.810, 2.330,  6.055
-183.829, 69.732, 2.337,  6.088
-183.830, 69.654, 2.344,  6.121
-183.830, 69.575, 2.352,  6.154
-183.830, 69.497, 2.359,  6.187
-183.830, 69.418, 2.367,  6.220
-183.830, 69.339, 2.374,  6.253
-183.830, 69.260, 2.382,  6.286
-183.831, 69.180, 2.389,  6.319
-183.831, 69.100, 2.397,  6.352
-183.831, 69.020, 2.404,  6.385
-183.831, 68.940, 2.412,  6.418
-183.831, 68.859, 2.419,  6.451
-183.831, 68.778, 2.427,  6.484
-183.831, 68.697, 2.434,  6.517
-183.832, 68.616, 2.442,  6.550
-183.832, 68.534, 2.450,  6.583
-183.832, 68.452, 2.458,  6.616
-183.832, 68.370, 2.465,  6.649
-183.832, 68.288, 2.473,  6.682
-183.832, 68.205, 2.481,  6.715
-183.833, 68.122, 2.489,  6.748
-183.833, 68.039, 2.497,  6.781
-183.833, 67.956, 2.505,  6.814
-183.833, 67.872, 2.513,  6.847
-183.833, 67.788, 2.520,  6.880
-183.833, 67.704, 2.528,  6.913
-183.833, 67.619, 2.536,  6.946
-183.834, 67.535, 2.544,  6.979
-183.834, 67.450, 2.552,  7.012
-183.834, 67.364, 2.560,  7.045
-183.834, 67.279, 2.568,  7.078
-183.834, 67.193, 2.576,  7.111
-183.834, 67.107, 2.584,  7.144
-183.835, 67.021, 2.592,  7.177
-183.835, 66.934, 2.600,  7.210
-183.835, 66.847, 2.609,  7.243
-183.835, 66.760, 2.617,  7.276
-183.835, 66.673, 2.625,  7.309
-183.835, 66.585, 2.633,  7.342
-183.835, 66.497, 2.642,  7.375
-183.836, 66.409, 2.650,  7.408
-183.836, 66.320, 2.658,  7.441
-183.836, 66.231, 2.667,  7.474
-183.836, 66.142, 2.675,  7.507
-183.836, 66.053, 2.684,  7.540
-183.836, 65.963, 2.692,  7.573
-183.837, 65.873, 2.701,  7.606
-183.837, 65.783, 2.709,  7.639
-183.837, 65.692, 2.718,  7.672
-183.837, 65.601, 2.727,  7.705
-183.837, 65.510, 2.735,  7.738
-183.837, 65.419, 2.744,  7.771
-183.837, 65.327, 2.752,  7.804
-183.838, 65.235, 2.761,  7.837
-183.838, 65.143, 2.770,  7.870
-183.838, 65.050, 2.778,  7.903
-183.838, 64.958, 2.787,  7.936
-183.838, 64.865, 2.796,  7.969
-183.838, 64.771, 2.805,  8.002
-183.839, 64.677, 2.814,  8.035
-183.839, 64.583, 2.823,  8.068
-183.839, 64.489, 2.832,  8.101
-183.839, 64.394, 2.841,  8.134
-183.839, 64.300, 2.850,  8.167
-183.839, 64.204, 2.859,  8.200
-183.839, 64.109, 2.868,  8.233
-183.839, 64.013, 2.877,  8.266
-183.840, 63.917, 2.886,  8.299
-183.840, 63.820, 2.895,  8.332
-183.840, 63.724, 2.904,  8.365
-183.840, 63.627, 2.914,  8.398
-183.840, 63.529, 2.923,  8.431
-183.840, 63.432, 2.932,  8.464
-183.840, 63.334, 2.941,  8.497
-183.841, 63.235, 2.951,  8.530
-183.841, 63.137, 2.960,  8.563
-183.841, 63.038, 2.969,  8.596
-183.841, 62.939, 2.979,  8.629
-183.841, 62.839, 2.988,  8.662
-183.841, 62.739, 2.998,  8.695
-183.841, 62.639, 3.007,  8.728
-183.841, 62.539, 3.017,  8.761
-183.841, 62.438, 3.027,  8.794
-183.842, 62.337, 3.036,  8.827
-183.842, 62.235, 3.046,  8.860
-183.842, 62.133, 3.055,  8.893
-183.842, 62.031, 3.065,  8.926
-183.842, 61.929, 3.075,  8.959
-183.842, 61.826, 3.084,  8.992
-183.842, 61.723, 3.094,  9.025
-183.842, 61.620, 3.104,  9.058
-183.843, 61.516, 3.114,  9.091
-183.843, 61.412, 3.124,  9.124
-183.843, 61.308, 3.134,  9.157
-183.843, 61.203, 3.144,  9.190
-183.843, 61.098, 3.154,  9.223
-183.843, 60.993, 3.164,  9.256
-183.843, 60.887, 3.174,  9.289
-183.843, 60.781, 3.184,  9.322
-183.843, 60.674, 3.194,  9.355
-183.844, 60.568, 3.205,  9.388
-183.844, 60.461, 3.215,  9.421
-183.844, 60.353, 3.225,  9.454
-183.844, 60.245, 3.235,  9.487
-183.844, 60.137, 3.246,  9.520
-183.844, 60.029, 3.256,  9.553
-183.844, 59.920, 3.266,  9.586
-183.844, 59.811, 3.277,  9.619
-183.845, 59.701, 3.287,  9.652
-183.845, 59.592, 3.298,  9.685
-183.845, 59.481, 3.308,  9.718
-183.845, 59.371, 3.318,  9.751
-183.845, 59.260, 3.329,  9.784
-183.845, 59.149, 3.339,  9.817
-183.845, 59.037, 3.350,  9.850
-183.845, 58.925, 3.361,  9.883
-183.845, 58.813, 3.372,  9.916
-183.846, 58.700, 3.383,  9.949
-183.846, 58.587, 3.394,  9.982
-183.846, 58.474, 3.404, 10.015
-183.846, 58.360, 3.415, 10.048
-183.846, 58.246, 3.426, 10.081
-183.846, 58.131, 3.437, 10.114
-183.846, 58.017, 3.448, 10.147
-183.846, 57.901, 3.459, 10.180
-183.846, 57.786, 3.470, 10.213
-183.847, 57.670, 3.481, 10.246
-183.847, 57.553, 3.492, 10.279
-183.847, 57.437, 3.503, 10.312
-183.847, 57.320, 3.515, 10.345
-183.847, 57.202, 3.526, 10.378
-183.847, 57.084, 3.537, 10.411
-183.847, 56.966, 3.548, 10.444
-183.847, 56.848, 3.560, 10.477
-183.847, 56.729, 3.571, 10.510
-183.847, 56.609, 3.583, 10.543
-183.848, 56.490, 3.594, 10.576
-183.848, 56.370, 3.605, 10.609
-183.848, 56.249, 3.617, 10.642
-183.848, 56.128, 3.628, 10.675
-183.848, 56.007, 3.640, 10.708
-183.848, 55.885, 3.652, 10.741
-183.848, 55.763, 3.664, 10.774
-183.848, 55.641, 3.675, 10.807
-183.848, 55.518, 3.687, 10.840
-183.848, 55.395, 3.699, 10.873
-183.848, 55.271, 3.711, 10.906
-183.848, 55.147, 3.723, 10.939
-183.849, 55.023, 3.735, 10.972
-183.849, 54.898, 3.747, 11.005
-183.849, 54.773, 3.759, 11.038
-183.849, 54.647, 3.771, 11.071
-183.849, 54.521, 3.783, 11.104
-183.849, 54.395, 3.795, 11.137
-183.849, 54.268, 3.807, 11.170
-183.849, 54.141, 3.819, 11.203
-183.849, 54.013, 3.832, 11.236
-183.849, 53.885, 3.844, 11.269
-183.849, 53.757, 3.856, 11.302
-183.849, 53.628, 3.869, 11.335
-183.849, 53.499, 3.881, 11.368
-183.850, 53.369, 3.893, 11.401
-183.850, 53.239, 3.906, 11.434
-183.850, 53.108, 3.918, 11.467
-183.850, 52.977, 3.931, 11.500
-183.850, 52.846, 3.943, 11.533
-183.850, 52.714, 3.956, 11.566
-183.850, 52.582, 3.968, 11.599
-183.850, 52.450, 3.981, 11.632
-183.850, 52.317, 3.993, 11.665
-183.850, 52.183, 4.006, 11.698
-183.850, 52.049, 4.019, 11.731
-183.850, 51.915, 4.031, 11.764
-183.850, 51.780, 4.044, 11.797
-183.850, 51.645, 4.057, 11.830
-183.850, 51.510, 4.070, 11.863
-183.850, 51.374, 4.082, 11.896
-183.851, 51.237, 4.095, 11.929
-183.851, 51.100, 4.108, 11.962
-183.851, 50.963, 4.122, 11.995
-183.851, 50.825, 4.135, 12.028
-183.851, 50.687, 4.148, 12.061
-183.851, 50.549, 4.161, 12.094
-183.851, 50.410, 4.174, 12.127
-183.851, 50.270, 4.188, 12.160
-183.851, 50.130, 4.201, 12.193
-183.851, 49.990, 4.215, 12.226
-183.851, 49.849, 4.228, 12.259
-183.851, 49.708, 4.241, 12.292
-183.851, 49.566, 4.255, 12.325
-183.851, 49.424, 4.268, 12.358
-183.851, 49.281, 4.282, 12.391
-183.851, 49.138, 4.295, 12.424
-183.851, 48.995, 4.309, 12.457
-183.851, 48.851, 4.322, 12.490
-183.851, 48.706, 4.336, 12.523
-183.851, 48.561, 4.350, 12.556
-183.851, 48.416, 4.364, 12.589
-183.851, 48.270, 4.377, 12.622
-183.851, 48.124, 4.391, 12.655
-183.851, 47.977, 4.405, 12.688
-183.851, 47.830, 4.420, 12.721
-183.851, 47.682, 4.434, 12.754
-183.851, 47.534, 4.448, 12.787
-183.851, 47.386, 4.462, 12.820
-183.851, 47.237, 4.476, 12.853
-183.851, 47.087, 4.490, 12.886
-183.851, 46.937, 4.505, 12.919
-183.851, 46.786, 4.519, 12.952
-183.851, 46.635, 4.533, 12.985
-183.851, 46.484, 4.548, 13.018
-183.851, 46.332, 4.562, 13.051
-183.851, 46.180, 4.577, 13.084
-183.851, 46.027, 4.591, 13.117
-183.851, 45.873, 4.606, 13.150
-183.851, 45.719, 4.621, 13.183
-183.851, 45.565, 4.635, 13.216
-183.851, 45.410, 4.650, 13.249
-183.851, 45.255, 4.665, 13.282
-183.851, 45.099, 4.680, 13.315
-183.851, 44.942, 4.695, 13.348
-183.851, 44.786, 4.710, 13.381
-183.851, 44.628, 4.725, 13.414
-183.851, 44.470, 4.740, 13.447
-183.851, 44.312, 4.755, 13.480
-183.851, 44.153, 4.770, 13.513
-183.851, 43.994, 4.785, 13.546
-183.851, 43.834, 4.801, 13.579
-183.851, 43.673, 4.816, 13.612
-183.851, 43.512, 4.831, 13.645
-183.851, 43.351, 4.847, 13.678
-183.851, 43.189, 4.862, 13.711
-183.851, 43.027, 4.878, 13.744
-183.851, 42.864, 4.893, 13.777
-183.851, 42.700, 4.909, 13.810
-183.851, 42.536, 4.925, 13.843
-183.851, 42.371, 4.940, 13.876
-183.851, 42.206, 4.956, 13.909
-183.851, 42.041, 4.972, 13.942
-183.851, 41.875, 4.988, 13.975
-183.851, 41.708, 5.003, 14.008
-183.851, 41.541, 5.020, 14.041
-183.851, 41.373, 5.036, 14.074
-183.851, 41.205, 5.052, 14.107
-183.850, 41.036, 5.068, 14.140
-183.850, 40.867, 5.084, 14.173
-183.850, 40.697, 5.099, 14.206
-183.850, 40.527, 5.109, 14.239
-183.850, 40.356, 5.106, 14.272
-183.850, 40.187, 5.091, 14.305
-183.850, 40.018, 5.078, 14.338
-183.850, 39.849, 5.071, 14.371
-183.850, 39.680, 5.071, 14.404
-183.850, 39.511, 5.080, 14.437
-183.850, 39.341, 5.097, 14.470
-183.850, 39.170, 5.123, 14.503
-183.849, 38.998, 5.157, 14.536
-183.849, 38.825, 5.197, 14.569
-183.849, 38.651, 5.242, 14.602
-183.849, 38.474, 5.290, 14.635
-183.849, 38.297, 5.337, 14.668
-183.849, 38.117, 5.381, 14.701
-183.849, 37.937, 5.420, 14.734
-183.849, 37.755, 5.452, 14.767
-183.849, 37.573, 5.476, 14.800
-183.849, 37.390, 5.494, 14.833
-183.848, 37.206, 5.505, 14.866
-183.848, 37.023, 5.510, 14.899
-183.848, 36.839, 5.512, 14.932
-183.848, 36.656, 5.511, 14.965
-183.848, 36.472, 5.509, 14.998
-183.848, 36.289, 5.508, 15.031
-183.848, 36.105, 5.508, 15.064
-183.848, 35.922, 5.511, 15.097
-183.848, 35.738, 5.517, 15.130
-183.847, 35.554, 5.528, 15.163
-183.847, 35.369, 5.543, 15.196
-183.847, 35.184, 5.563, 15.229
-183.847, 34.998, 5.588, 15.262
-183.847, 34.811, 5.616, 15.295
-183.847, 34.623, 5.647, 15.328
-183.846, 34.433, 5.679, 15.361
-183.846, 34.243, 5.713, 15.394
-183.846, 34.052, 5.745, 15.427
-183.846, 33.859, 5.776, 15.460
-183.846, 33.666, 5.804, 15.493
-183.846, 33.472, 5.828, 15.526
-183.845, 33.277, 5.849, 15.559
-183.845, 33.081, 5.866, 15.592
-183.845, 32.885, 5.880, 15.625
-183.845, 32.689, 5.892, 15.658
-183.845, 32.492, 5.902, 15.691
-183.845, 32.296, 5.911, 15.724
-183.844, 32.098, 5.920, 15.757
-183.844, 31.901, 5.930, 15.790
-183.844, 31.703, 5.941, 15.823
-183.844, 31.505, 5.954, 15.856
-183.844, 31.306, 5.969, 15.889
-183.843, 31.106, 5.987, 15.922
-183.843, 30.906, 6.008, 15.955
-183.843, 30.705, 6.031, 15.988
-183.843, 30.503, 6.056, 16.021
-183.842, 30.301, 6.082, 16.054
-183.842, 30.097, 6.109, 16.087
-183.842, 29.893, 6.137, 16.120
-183.842, 29.687, 6.164, 16.153
-183.842, 29.481, 6.190, 16.186
-183.841, 29.274, 6.214, 16.219
-183.841, 29.066, 6.236, 16.252
-183.841, 28.858, 6.257, 16.285
-183.841, 28.649, 6.276, 16.318
-183.840, 28.439, 6.293, 16.351
-183.840, 28.229, 6.308, 16.384
-183.840, 28.018, 6.323, 16.417
-183.840, 27.807, 6.338, 16.450
-183.839, 27.595, 6.354, 16.483
-183.839, 27.383, 6.370, 16.516
-183.839, 27.170, 6.387, 16.549
-183.838, 26.957, 6.405, 16.582
-183.838, 26.743, 6.426, 16.615
-183.838, 26.528, 6.447, 16.648
-183.838, 26.312, 6.470, 16.681
-183.837, 26.096, 6.495, 16.714
-183.837, 25.879, 6.520, 16.747
-183.837, 25.661, 6.545, 16.780
-183.836, 25.442, 6.571, 16.813
-183.836, 25.222, 6.596, 16.846
-183.836, 25.001, 6.621, 16.879
-183.835, 24.780, 6.645, 16.912
-183.835, 24.558, 6.667, 16.945
-183.835, 24.335, 6.688, 16.978
-183.835, 24.112, 6.708, 17.011
-183.834, 23.888, 6.727, 17.044
-183.834, 23.663, 6.745, 17.077
-183.834, 23.437, 6.763, 17.110
-183.833, 23.212, 6.782, 17.143
-183.833, 22.985, 6.800, 17.176
-183.832, 22.758, 6.820, 17.209
-183.832, 22.530, 6.840, 17.242
-183.832, 22.301, 6.862, 17.275
-183.831, 22.072, 6.884, 17.308
-183.831, 21.842, 6.908, 17.341
-183.831, 21.611, 6.932, 17.374
-183.830, 21.379, 6.957, 17.407
-183.830, 21.146, 6.983, 17.440
-183.830, 20.913, 7.008, 17.473
-183.829, 20.679, 7.033, 17.506
-183.829, 20.444, 7.058, 17.539
-183.828, 20.208, 7.081, 17.572
-183.828, 19.971, 7.105, 17.605
-183.828, 19.734, 7.127, 17.638
-183.827, 19.495, 7.149, 17.671
-183.827, 19.257, 7.170, 17.704
-183.826, 19.017, 7.192, 17.737
-183.826, 18.777, 7.213, 17.770
-183.825, 18.536, 7.235, 17.803
-183.825, 18.294, 7.257, 17.836
-183.825, 18.051, 7.279, 17.869
-183.824, 17.808, 7.302, 17.902
-183.824, 17.564, 7.326, 17.935
-183.823, 17.319, 7.350, 17.968
-183.823, 17.074, 7.375, 18.001
-183.822, 16.827, 7.400, 18.034
-183.822, 16.580, 7.425, 18.067
-183.821, 16.332, 7.451, 18.100
-183.821, 16.083, 7.476, 18.133
-183.820, 15.833, 7.501, 18.166
-183.820, 15.582, 7.526, 18.199
-183.819, 15.331, 7.551, 18.232
-183.819, 15.078, 7.575, 18.265
-183.818, 14.825, 7.599, 18.298
-183.818, 14.571, 7.623, 18.331
-183.817, 14.317, 7.646, 18.364
-183.817, 14.061, 7.670, 18.397
-183.816, 13.805, 7.693, 18.430
-183.816, 13.548, 7.717, 18.463
-183.815, 13.290, 7.741, 18.496
-183.815, 13.031, 7.766, 18.529
-183.814, 12.772, 7.791, 18.562
-183.814, 12.511, 7.816, 18.595
-183.813, 12.250, 7.842, 18.628
-183.812, 11.988, 7.868, 18.661
-183.812, 11.725, 7.894, 18.694
-183.811, 11.461, 7.920, 18.727
-183.811, 11.197, 7.947, 18.760
-183.810, 10.931, 7.973, 18.793
-183.809, 10.665, 8.000, 18.826
-183.809, 10.397, 8.026, 18.859
-183.808, 10.129, 8.052, 18.892
-183.808, 9.860, 8.078, 18.925
-183.807, 9.590, 8.105, 18.958
-183.806, 9.319, 8.131, 18.991
-183.806, 9.048, 8.157, 19.024
-183.805, 8.775, 8.183, 19.057
-183.805, 8.502, 8.209, 19.090
-183.804, 8.227, 8.235, 19.123
-183.803, 7.952, 8.262, 19.156
-183.802, 7.676, 8.288, 19.189
-183.802, 7.399, 8.315, 19.222
-183.801, 7.121, 8.342, 19.255
-183.800, 6.843, 8.369, 19.288
-183.800, 6.563, 8.396, 19.321
-183.799, 6.282, 8.424, 19.354
-183.798, 6.001, 8.451, 19.387
-183.798, 5.719, 8.479, 19.420
-183.797, 5.435, 8.507, 19.453
-183.796, 5.151, 8.535, 19.486
-183.795, 4.866, 8.563, 19.519
-183.795, 4.580, 8.591, 19.552
-183.794, 4.293, 8.619, 19.585
-183.793, 4.004, 8.647, 19.618
-183.793, 3.716, 8.675, 19.651
-183.792, 3.426, 8.703, 19.684
-183.791, 3.135, 8.731, 19.717
-183.790, 2.843, 8.759, 19.750
-183.789, 2.550, 8.788, 19.783
-183.789, 2.257, 8.816, 19.816
-183.788, 1.962, 8.845, 19.849
-183.787, 1.667, 8.873, 19.882
-183.786, 1.370, 8.902, 19.915
-183.785, 1.073, 8.931, 19.948
-183.785, 0.774, 8.960, 19.981
-183.784, 0.475, 8.990, 20.014
-183.783, 0.174, 9.019, 20.047
-183.782, -0.127, 9.049, 20.080
-183.781, -0.429, 9.078, 20.113
-183.780, -0.733, 9.108, 20.146
-183.779, -1.037, 9.138, 20.179
-183.779, -1.342, 9.168, 20.212
-183.778, -1.649, 9.198, 20.245
-183.777, -1.956, 9.228, 20.278
-183.776, -2.265, 9.258, 20.311
-183.775, -2.574, 9.288, 20.344
-183.774, -2.884, 9.318, 20.377
-183.773, -3.196, 9.348, 20.410
-183.772, -3.508, 9.379, 20.443
-183.771, -3.821, 9.409, 20.476
-183.770, -4.136, 9.439, 20.509
-183.769, -4.451, 9.470, 20.542
-183.768, -4.768, 9.501, 20.575
-183.767, -5.085, 9.532, 20.608
-183.766, -5.404, 9.563, 20.641
-183.765, -5.723, 9.594, 20.674
-183.764, -6.044, 9.626, 20.707
-183.763, -6.365, 9.657, 20.740
-183.762, -6.688, 9.689, 20.773
-183.761, -7.012, 9.721, 20.806
-183.760, -7.337, 9.753, 20.839
-183.759, -7.663, 9.784, 20.872
-183.758, -7.990, 9.816, 20.905
-183.757, -8.318, 9.848, 20.938
-183.756, -8.647, 9.880, 20.971
-183.755, -8.977, 9.913, 21.004
-183.754, -9.308, 9.945, 21.037
-183.753, -9.641, 9.977, 21.070
-183.752, -9.974, 10.010, 21.103
-183.750, -10.308, 10.043, 21.136
-183.749, -10.644, 10.076, 21.169
-183.748, -10.981, 10.108, 21.202
-183.747, -11.318, 10.142, 21.235
-183.746, -11.657, 10.175, 21.268
-183.745, -11.997, 10.208, 21.301
-183.744, -12.338, 10.241, 21.334
-183.742, -12.681, 10.275, 21.367
-183.741, -13.024, 10.308, 21.400
-183.740, -13.369, 10.342, 21.433
-183.739, -13.714, 10.376, 21.466
-183.738, -14.061, 10.410, 21.499
-183.736, -14.409, 10.444, 21.532
-183.735, -14.758, 10.478, 21.565
-183.734, -15.108, 10.512, 21.598
-183.732, -15.459, 10.547, 21.631
-183.731, -15.811, 10.581, 21.664
-183.730, -16.165, 10.616, 21.697
-183.729, -16.520, 10.650, 21.730
-183.727, -16.876, 10.685, 21.763
-183.726, -17.233, 10.720, 21.796
-183.725, -17.591, 10.755, 21.829
-183.723, -17.950, 10.790, 21.862
-183.722, -18.311, 10.826, 21.895
-183.721, -18.673, 10.861, 21.928
-183.719, -19.036, 10.897, 21.961
-183.718, -19.400, 10.933, 21.994
-183.717, -19.765, 10.968, 22.027
-183.715, -20.132, 11.004, 22.060
-183.714, -20.499, 11.040, 22.093
-183.712, -20.868, 11.076, 22.126
-183.711, -21.238, 11.113, 22.159
-183.709, -21.610, 11.149, 22.192
-183.708, -21.982, 11.185, 22.225
-183.706, -22.356, 11.222, 22.258
-183.705, -22.731, 11.259, 22.291
-183.703, -23.107, 11.296, 22.324
-183.702, -23.485, 11.333, 22.357
-183.700, -23.863, 11.370, 22.390
-183.699, -24.243, 11.407, 22.423
-183.697, -24.625, 11.445, 22.456
-183.696, -25.007, 11.482, 22.489
-183.694, -25.391, 11.520, 22.522
-183.693, -25.776, 11.558, 22.555
-183.691, -26.162, 11.597, 22.588
-183.690, -26.550, 11.635, 22.621
-183.688, -26.938, 11.673, 22.654
-183.686, -27.328, 11.712, 22.687
-183.685, -27.720, 11.751, 22.720
-183.683, -28.112, 11.790, 22.753
-183.681, -28.506, 11.829, 22.786
-183.680, -28.902, 11.868, 22.819
-183.678, -29.298, 11.907, 22.852
-183.676, -29.696, 11.946, 22.885
-183.675, -30.095, 11.985, 22.918
-183.673, -30.496, 12.024, 22.951
-183.671, -30.898, 12.064, 22.984
-183.669, -31.301, 12.104, 23.017
-183.668, -31.705, 12.143, 23.050
